,Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,HAVING,ORDER BY,GROUP BY,JOIN,SELECT
36,4334,tracking_grants_for_research,SELECT T1.sent_date FROM documents AS T1 JOIN Grants AS T2 ON T1.grant_id  =  T2.grant_id JOIN Organisations AS T3 ON T2.organisation_id  =  T3.organisation_id JOIN organisation_Types AS T4 ON T3.organisation_type  =  T4.organisation_type WHERE T2.grant_amount  >  5000 AND T4.organisation_type_description  =  'Research',Find out the send dates of the documents with the grant amount of more than 5000 were granted by organisation type described,"['SELECT' 'T1.sent_date' 'FROM' 'documents' 'AS' 'T1' 'JOIN' 'Grants' 'AS'
 'T2' 'ON' 'T1.grant_id' '=' 'T2.grant_id' 'JOIN' 'Organisations' 'AS'
 'T3' 'ON' 'T2.organisation_id' '=' 'T3.organisation_id' 'JOIN'
 'organisation_Types' 'AS' 'T4' 'ON' 'T3.organisation_type' '='
 'T4.organisation_type' 'WHERE' 'T2.grant_amount' '>' '5000' 'AND'
 'T4.organisation_type_description' '=' ""'Research"" ""'""]","['select' 't1' '.' 'sent_date' 'from' 'documents' 'as' 't1' 'join'
 'grants' 'as' 't2' 'on' 't1' '.' 'grant_id' '=' 't2' '.' 'grant_id'
 'join' 'organisations' 'as' 't3' 'on' 't2' '.' 'organisation_id' '=' 't3'
 '.' 'organisation_id' 'join' 'organisation_types' 'as' 't4' 'on' 't3' '.'
 'organisation_type' '=' 't4' '.' 'organisation_type' 'where' 't2' '.'
 'grant_amount' '>' 'value' 'and' 't4' '.' 'organisation_type_description'
 '=' 'value']","['Find' 'out' 'the' 'send' 'dates' 'of' 'the' 'documents' 'with' 'the'
 'grant' 'amount' 'of' 'more' 'than' '5000' 'were' 'granted' 'by'
 'organisation' 'type' 'described']",0,0,0,3,1
37,4340,tracking_grants_for_research,"SELECT T1.task_details ,  T1.task_id ,  T2.project_id FROM Tasks AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id WHERE T2.project_details  =  'omnis' UNION SELECT T1.task_details ,  T1.task_id ,  T2.project_id FROM Tasks AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id JOIN Project_outcomes AS T3 ON T2.project_id  =  T3.project_id GROUP BY T2.project_id HAVING count(*)  >  2","What are the task details, task id and project id for the projects which are detailed as 'omnis' or  have more than 2 outcomes?","['SELECT' 'T1.task_details' ',' 'T1.task_id' ',' 'T2.project_id' 'FROM'
 'Tasks' 'AS' 'T1' 'JOIN' 'Projects' 'AS' 'T2' 'ON' 'T1.project_id' '='
 'T2.project_id' 'WHERE' 'T2.project_details' '=' ""'omnis"" ""'"" 'UNION'
 'SELECT' 'T1.task_details' ',' 'T1.task_id' ',' 'T2.project_id' 'FROM'
 'Tasks' 'AS' 'T1' 'JOIN' 'Projects' 'AS' 'T2' 'ON' 'T1.project_id' '='
 'T2.project_id' 'JOIN' 'Project_outcomes' 'AS' 'T3' 'ON' 'T2.project_id'
 '=' 'T3.project_id' 'GROUP' 'BY' 'T2.project_id' 'HAVING' 'count' '(' '*'
 ')' '>' '2']","['select' 't1' '.' 'task_details' ',' 't1' '.' 'task_id' ',' 't2' '.'
 'project_id' 'from' 'tasks' 'as' 't1' 'join' 'projects' 'as' 't2' 'on'
 't1' '.' 'project_id' '=' 't2' '.' 'project_id' 'where' 't2' '.'
 'project_details' '=' 'value' 'union' 'select' 't1' '.' 'task_details'
 ',' 't1' '.' 'task_id' ',' 't2' '.' 'project_id' 'from' 'tasks' 'as' 't1'
 'join' 'projects' 'as' 't2' 'on' 't1' '.' 'project_id' '=' 't2' '.'
 'project_id' 'join' 'project_outcomes' 'as' 't3' 'on' 't2' '.'
 'project_id' '=' 't3' '.' 'project_id' 'group' 'by' 't2' '.' 'project_id'
 'having' 'count' '(' '*' ')' '>' 'value']","['What' 'are' 'the' 'task' 'details' ',' 'task' 'id' 'and' 'project' 'id'
 'for' 'the' 'projects' 'which' 'are' 'detailed' 'as' ""'omnis"" ""'"" 'or'
 'have' 'more' 'than' '2' 'outcomes' '?']",1,0,1,3,2
38,4366,tracking_grants_for_research,SELECT T1.grant_start_date FROM Grants AS T1 JOIN Documents AS T2 ON T1.grant_id  =  T2.grant_id JOIN Document_Types AS T3 ON T2.document_type_code  =  T3.document_type_code WHERE T3.document_description  =  'Regular' INTERSECT SELECT T1.grant_start_date FROM Grants AS T1 JOIN Documents AS T2 ON T1.grant_id  =  T2.grant_id JOIN Document_Types AS T3 ON T2.document_type_code  =  T3.document_type_code WHERE T3.document_description  =  'Initial Application',"For grants with both documents described as 'Regular' and documents described as 'Initial Application', list its start date.","['SELECT' 'T1.grant_start_date' 'FROM' 'Grants' 'AS' 'T1' 'JOIN'
 'Documents' 'AS' 'T2' 'ON' 'T1.grant_id' '=' 'T2.grant_id' 'JOIN'
 'Document_Types' 'AS' 'T3' 'ON' 'T2.document_type_code' '='
 'T3.document_type_code' 'WHERE' 'T3.document_description' '=' ""'Regular""
 ""'"" 'INTERSECT' 'SELECT' 'T1.grant_start_date' 'FROM' 'Grants' 'AS' 'T1'
 'JOIN' 'Documents' 'AS' 'T2' 'ON' 'T1.grant_id' '=' 'T2.grant_id' 'JOIN'
 'Document_Types' 'AS' 'T3' 'ON' 'T2.document_type_code' '='
 'T3.document_type_code' 'WHERE' 'T3.document_description' '=' ""'Initial""
 'Application' ""'""]","['select' 't1' '.' 'grant_start_date' 'from' 'grants' 'as' 't1' 'join'
 'documents' 'as' 't2' 'on' 't1' '.' 'grant_id' '=' 't2' '.' 'grant_id'
 'join' 'document_types' 'as' 't3' 'on' 't2' '.' 'document_type_code' '='
 't3' '.' 'document_type_code' 'where' 't3' '.' 'document_description' '='
 'value' 'intersect' 'select' 't1' '.' 'grant_start_date' 'from' 'grants'
 'as' 't1' 'join' 'documents' 'as' 't2' 'on' 't1' '.' 'grant_id' '=' 't2'
 '.' 'grant_id' 'join' 'document_types' 'as' 't3' 'on' 't2' '.'
 'document_type_code' '=' 't3' '.' 'document_type_code' 'where' 't3' '.'
 'document_description' '=' 'value']","['For' 'grants' 'with' 'both' 'documents' 'described' 'as' ""'Regular"" ""'""
 'and' 'documents' 'described' 'as' ""'Initial"" 'Application' ""'"" ','
 'list' 'its' 'start' 'date' '.']",0,0,0,4,2
39,4440,network_2,"SELECT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' INTERSECT SELECT T1.name ,   T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Alice'",Find the name and age of the person who is a friend of both Dan and Alice.,"['SELECT' 'T1.name' ',' 'T1.age' 'FROM' 'Person' 'AS' 'T1' 'JOIN'
 'PersonFriend' 'AS' 'T2' 'ON' 'T1.name' '=' 'T2.name' 'WHERE' 'T2.friend'
 '=' ""'Dan"" ""'"" 'INTERSECT' 'SELECT' 'T1.name' ',' 'T1.age' 'FROM'
 'Person' 'AS' 'T1' 'JOIN' 'PersonFriend' 'AS' 'T2' 'ON' 'T1.name' '='
 'T2.name' 'WHERE' 'T2.friend' '=' ""'Alice"" ""'""]","['select' 't1' '.' 'name' ',' 't1' '.' 'age' 'from' 'person' 'as' 't1'
 'join' 'personfriend' 'as' 't2' 'on' 't1' '.' 'name' '=' 't2' '.' 'name'
 'where' 't2' '.' 'friend' '=' 'value' 'intersect' 'select' 't1' '.'
 'name' ',' 't1' '.' 'age' 'from' 'person' 'as' 't1' 'join' 'personfriend'
 'as' 't2' 'on' 't1' '.' 'name' '=' 't2' '.' 'name' 'where' 't2' '.'
 'friend' '=' 'value']","['Find' 'the' 'name' 'and' 'age' 'of' 'the' 'person' 'who' 'is' 'a'
 'friend' 'of' 'both' 'Dan' 'and' 'Alice' '.']",0,0,0,2,2
40,4475,network_2,"SELECT T1.name ,  T1.age ,  T1.job FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend =  'Alice' AND T2.year  =  (SELECT max(YEAR) FROM PersonFriend WHERE friend =  'Alice')","What are the names, ages, and jobs of all people who are friends with Alice for the longest amount of time?","['SELECT' 'T1.name' ',' 'T1.age' ',' 'T1.job' 'FROM' 'Person' 'AS' 'T1'
 'JOIN' 'PersonFriend' 'AS' 'T2' 'ON' 'T1.name' '=' 'T2.name' 'WHERE'
 'T2.friend' '=' ""'Alice"" ""'"" 'AND' 'T2.year' '=' '(' 'SELECT' 'max' '('
 'YEAR' ')' 'FROM' 'PersonFriend' 'WHERE' 'friend' '=' ""'Alice"" ""'"" ')']","['select' 't1' '.' 'name' ',' 't1' '.' 'age' ',' 't1' '.' 'job' 'from'
 'person' 'as' 't1' 'join' 'personfriend' 'as' 't2' 'on' 't1' '.' 'name'
 '=' 't2' '.' 'name' 'where' 't2' '.' 'friend' '=' 'value' 'and' 't2' '.'
 'year' '=' '(' 'select' 'max' '(' 'year' ')' 'from' 'personfriend'
 'where' 'friend' '=' 'value' ')']","['What' 'are' 'the' 'names' ',' 'ages' ',' 'and' 'jobs' 'of' 'all'
 'people' 'who' 'are' 'friends' 'with' 'Alice' 'for' 'the' 'longest'
 'amount' 'of' 'time' '?']",0,0,0,1,2
41,4482,network_2,SELECT DISTINCT T4.name FROM PersonFriend AS T1 JOIN Person AS T2 ON T1.name  =  T2.name JOIN PersonFriend AS T3 ON T1.friend  =  T3.name JOIN PersonFriend AS T4 ON T3.friend  =  T4.name WHERE T2.name  =  'Alice' AND T4.name != 'Alice',Find Alice's friends of friends.,"['SELECT' 'DISTINCT' 'T4.name' 'FROM' 'PersonFriend' 'AS' 'T1' 'JOIN'
 'Person' 'AS' 'T2' 'ON' 'T1.name' '=' 'T2.name' 'JOIN' 'PersonFriend'
 'AS' 'T3' 'ON' 'T1.friend' '=' 'T3.name' 'JOIN' 'PersonFriend' 'AS' 'T4'
 'ON' 'T3.friend' '=' 'T4.name' 'WHERE' 'T2.name' '=' ""'Alice"" ""'"" 'AND'
 'T4.name' '!' '=' ""'Alice"" ""'""]","['select' 'distinct' 't4' '.' 'name' 'from' 'personfriend' 'as' 't1'
 'join' 'person' 'as' 't2' 'on' 't1' '.' 'name' '=' 't2' '.' 'name' 'join'
 'personfriend' 'as' 't3' 'on' 't1' '.' 'friend' '=' 't3' '.' 'name'
 'join' 'personfriend' 'as' 't4' 'on' 't3' '.' 'friend' '=' 't4' '.'
 'name' 'where' 't2' '.' 'name' '=' 'value' 'and' 't4' '.' 'name' '!' '='
 'value']","['Find' 'Alice' ""'s"" 'friends' 'of' 'friends' '.']",0,0,0,3,1
42,4514,document_management,SELECT document_name FROM documents GROUP BY document_type_code ORDER BY count(*) DESC LIMIT 3 INTERSECT SELECT document_name FROM documents GROUP BY document_structure_code ORDER BY count(*) DESC LIMIT 3,What are the names of documents that have both one of the three most common types and one of three most common structures?,"['SELECT' 'document_name' 'FROM' 'documents' 'GROUP' 'BY'
 'document_type_code' 'ORDER' 'BY' 'count' '(' '*' ')' 'DESC' 'LIMIT' '3'
 'INTERSECT' 'SELECT' 'document_name' 'FROM' 'documents' 'GROUP' 'BY'
 'document_structure_code' 'ORDER' 'BY' 'count' '(' '*' ')' 'DESC' 'LIMIT'
 '3']","['select' 'document_name' 'from' 'documents' 'group' 'by'
 'document_type_code' 'order' 'by' 'count' '(' '*' ')' 'desc' 'limit'
 'value' 'intersect' 'select' 'document_name' 'from' 'documents' 'group'
 'by' 'document_structure_code' 'order' 'by' 'count' '(' '*' ')' 'desc'
 'limit' 'value']","['What' 'are' 'the' 'names' 'of' 'documents' 'that' 'have' 'both' 'one'
 'of' 'the' 'three' 'most' 'common' 'types' 'and' 'one' 'of' 'three'
 'most' 'common' 'structures' '?']",0,2,2,0,2
43,4525,document_management,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,Find names of the document without any images.,"['SELECT' 'document_name' 'FROM' 'documents' 'EXCEPT' 'SELECT'
 't1.document_name' 'FROM' 'documents' 'AS' 't1' 'JOIN'
 'document_sections' 'AS' 't2' 'ON' 't1.document_code' '='
 't2.document_code' 'JOIN' 'document_sections_images' 'AS' 't3' 'ON'
 't2.section_id' '=' 't3.section_id']","['select' 'document_name' 'from' 'documents' 'except' 'select' 't1' '.'
 'document_name' 'from' 'documents' 'as' 't1' 'join' 'document_sections'
 'as' 't2' 'on' 't1' '.' 'document_code' '=' 't2' '.' 'document_code'
 'join' 'document_sections_images' 'as' 't3' 'on' 't2' '.' 'section_id'
 '=' 't3' '.' 'section_id']",['Find' 'names' 'of' 'the' 'document' 'without' 'any' 'images' '.'],0,0,0,2,2
44,4596,solvency_ii,SELECT T1.Product_Name FROM Products AS T1 JOIN Products_in_Events AS T2 ON T1.Product_ID  =  T2.Product_ID GROUP BY T1.Product_Name HAVING COUNT(*)  >=  2 ORDER BY T1.Product_Name,Show the names of products that are in at least two events in ascending alphabetical order of product name.,"['SELECT' 'T1.Product_Name' 'FROM' 'Products' 'AS' 'T1' 'JOIN'
 'Products_in_Events' 'AS' 'T2' 'ON' 'T1.Product_ID' '=' 'T2.Product_ID'
 'GROUP' 'BY' 'T1.Product_Name' 'HAVING' 'COUNT' '(' '*' ')' '>' '=' '2'
 'ORDER' 'BY' 'T1.Product_Name']","['select' 't1' '.' 'product_name' 'from' 'products' 'as' 't1' 'join'
 'products_in_events' 'as' 't2' 'on' 't1' '.' 'product_id' '=' 't2' '.'
 'product_id' 'group' 'by' 't1' '.' 'product_name' 'having' 'count' '('
 '*' ')' '>' '=' 'value' 'order' 'by' 't1' '.' 'product_name']","['Show' 'the' 'names' 'of' 'products' 'that' 'are' 'in' 'at' 'least' 'two'
 'events' 'in' 'ascending' 'alphabetical' 'order' 'of' 'product' 'name'
 '.']",1,1,1,1,1
45,4630,customers_campaigns_ecommerce,"SELECT T2.customer_name ,  T2.payment_method FROM mailshot_customers AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T1.outcome_code  =  'Order' INTERSECT SELECT T2.customer_name ,  T2.payment_method FROM mailshot_customers AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T1.outcome_code  =  'No Response'",What are the name and payment method of customers who have both mailshots in 'Order' outcome and mailshots in 'No Response' outcome.,"['SELECT' 'T2.customer_name' ',' 'T2.payment_method' 'FROM'
 'mailshot_customers' 'AS' 'T1' 'JOIN' 'customers' 'AS' 'T2' 'ON'
 'T1.customer_id' '=' 'T2.customer_id' 'WHERE' 'T1.outcome_code' '='
 ""'Order"" ""'"" 'INTERSECT' 'SELECT' 'T2.customer_name' ','
 'T2.payment_method' 'FROM' 'mailshot_customers' 'AS' 'T1' 'JOIN'
 'customers' 'AS' 'T2' 'ON' 'T1.customer_id' '=' 'T2.customer_id' 'WHERE'
 'T1.outcome_code' '=' ""'No"" 'Response' ""'""]","['select' 't2' '.' 'customer_name' ',' 't2' '.' 'payment_method' 'from'
 'mailshot_customers' 'as' 't1' 'join' 'customers' 'as' 't2' 'on' 't1' '.'
 'customer_id' '=' 't2' '.' 'customer_id' 'where' 't1' '.' 'outcome_code'
 '=' 'value' 'intersect' 'select' 't2' '.' 'customer_name' ',' 't2' '.'
 'payment_method' 'from' 'mailshot_customers' 'as' 't1' 'join' 'customers'
 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2' '.' 'customer_id' 'where'
 't1' '.' 'outcome_code' '=' 'value']","['What' 'are' 'the' 'name' 'and' 'payment' 'method' 'of' 'customers' 'who'
 'have' 'both' 'mailshots' 'in' ""'Order"" ""'"" 'outcome' 'and' 'mailshots'
 'in' ""'No"" 'Response' ""'"" 'outcome' '.']",0,0,0,2,2
46,4735,department_store,"SELECT T1.customer_name ,  T1.customer_address FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.order_status_code  =  ""New"" INTERSECT SELECT T1.customer_name ,  T1.customer_address FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.order_status_code  =  ""Pending""",Find the name and address of the customers who have both New and Pending orders.,"['SELECT' 'T1.customer_name' ',' 'T1.customer_address' 'FROM' 'customers'
 'AS' 'T1' 'JOIN' 'customer_orders' 'AS' 'T2' 'ON' 'T1.customer_id' '='
 'T2.customer_id' 'WHERE' 'T2.order_status_code' '=' '``' 'New' ""''""
 'INTERSECT' 'SELECT' 'T1.customer_name' ',' 'T1.customer_address' 'FROM'
 'customers' 'AS' 'T1' 'JOIN' 'customer_orders' 'AS' 'T2' 'ON'
 'T1.customer_id' '=' 'T2.customer_id' 'WHERE' 'T2.order_status_code' '='
 '``' 'Pending' ""''""]","['select' 't1' '.' 'customer_name' ',' 't1' '.' 'customer_address' 'from'
 'customers' 'as' 't1' 'join' 'customer_orders' 'as' 't2' 'on' 't1' '.'
 'customer_id' '=' 't2' '.' 'customer_id' 'where' 't2' '.'
 'order_status_code' '=' 'value' 'intersect' 'select' 't1' '.'
 'customer_name' ',' 't1' '.' 'customer_address' 'from' 'customers' 'as'
 't1' 'join' 'customer_orders' 'as' 't2' 'on' 't1' '.' 'customer_id' '='
 't2' '.' 'customer_id' 'where' 't2' '.' 'order_status_code' '=' 'value']","['Find' 'the' 'name' 'and' 'address' 'of' 'the' 'customers' 'who' 'have'
 'both' 'New' 'and' 'Pending' 'orders' '.']",0,0,0,2,2
47,4768,department_store,SELECT product_id FROM Order_Items GROUP BY product_id HAVING count(*)  >  3 UNION SELECT product_id FROM Product_Suppliers GROUP BY product_id HAVING sum(total_amount_purchased)  >  80000,What are the ids of all products that were either ordered more than 3 times or have a cumulative amount purchased of above 80000?,"['SELECT' 'product_id' 'FROM' 'Order_Items' 'GROUP' 'BY' 'product_id'
 'HAVING' 'count' '(' '*' ')' '>' '3' 'UNION' 'SELECT' 'product_id' 'FROM'
 'Product_Suppliers' 'GROUP' 'BY' 'product_id' 'HAVING' 'sum' '('
 'total_amount_purchased' ')' '>' '80000']","['select' 'product_id' 'from' 'order_items' 'group' 'by' 'product_id'
 'having' 'count' '(' '*' ')' '>' 'value' 'union' 'select' 'product_id'
 'from' 'product_suppliers' 'group' 'by' 'product_id' 'having' 'sum' '('
 'total_amount_purchased' ')' '>' 'value']","['What' 'are' 'the' 'ids' 'of' 'all' 'products' 'that' 'were' 'either'
 'ordered' 'more' 'than' '3' 'times' 'or' 'have' 'a' 'cumulative' 'amount'
 'purchased' 'of' 'above' '80000' '?']",2,0,2,0,2
48,4778,department_store,"SELECT DISTINCT T1.customer_name FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id JOIN order_items AS T3 ON T2.order_id  =  T3.order_id JOIN products AS T4 ON T3.product_id  =  T4.product_id WHERE T4.product_name  =  ""keyboard""",What are the distinct names of customers who have purchased a keyboard?,"['SELECT' 'DISTINCT' 'T1.customer_name' 'FROM' 'customers' 'AS' 'T1'
 'JOIN' 'customer_orders' 'AS' 'T2' 'ON' 'T1.customer_id' '='
 'T2.customer_id' 'JOIN' 'order_items' 'AS' 'T3' 'ON' 'T2.order_id' '='
 'T3.order_id' 'JOIN' 'products' 'AS' 'T4' 'ON' 'T3.product_id' '='
 'T4.product_id' 'WHERE' 'T4.product_name' '=' '``' 'keyboard' ""''""]","['select' 'distinct' 't1' '.' 'customer_name' 'from' 'customers' 'as' 't1'
 'join' 'customer_orders' 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2'
 '.' 'customer_id' 'join' 'order_items' 'as' 't3' 'on' 't2' '.' 'order_id'
 '=' 't3' '.' 'order_id' 'join' 'products' 'as' 't4' 'on' 't3' '.'
 'product_id' '=' 't4' '.' 'product_id' 'where' 't4' '.' 'product_name'
 '=' 'value']","['What' 'are' 'the' 'distinct' 'names' 'of' 'customers' 'who' 'have'
 'purchased' 'a' 'keyboard' '?']",0,0,0,3,1
49,4789,department_store,"SELECT T1.staff_name ,  T1.staff_gender FROM staff AS T1 JOIN Staff_Department_Assignments AS T2 ON T1.staff_id  =  T2.staff_id WHERE T2.job_title_code  =  ""Sales Person"" EXCEPT SELECT T1.staff_name ,  T1.staff_gender FROM staff AS T1 JOIN Staff_Department_Assignments AS T2 ON T1.staff_id  =  T2.staff_id WHERE T2.job_title_code  =  ""Clerical Staff""",Find the name and gender of the staff who has been assigned the job of Sales Person but never Clerical Staff.,"['SELECT' 'T1.staff_name' ',' 'T1.staff_gender' 'FROM' 'staff' 'AS' 'T1'
 'JOIN' 'Staff_Department_Assignments' 'AS' 'T2' 'ON' 'T1.staff_id' '='
 'T2.staff_id' 'WHERE' 'T2.job_title_code' '=' '``' 'Sales' 'Person' ""''""
 'EXCEPT' 'SELECT' 'T1.staff_name' ',' 'T1.staff_gender' 'FROM' 'staff'
 'AS' 'T1' 'JOIN' 'Staff_Department_Assignments' 'AS' 'T2' 'ON'
 'T1.staff_id' '=' 'T2.staff_id' 'WHERE' 'T2.job_title_code' '=' '``'
 'Clerical' 'Staff' ""''""]","['select' 't1' '.' 'staff_name' ',' 't1' '.' 'staff_gender' 'from' 'staff'
 'as' 't1' 'join' 'staff_department_assignments' 'as' 't2' 'on' 't1' '.'
 'staff_id' '=' 't2' '.' 'staff_id' 'where' 't2' '.' 'job_title_code' '='
 'value' 'except' 'select' 't1' '.' 'staff_name' ',' 't1' '.'
 'staff_gender' 'from' 'staff' 'as' 't1' 'join'
 'staff_department_assignments' 'as' 't2' 'on' 't1' '.' 'staff_id' '='
 't2' '.' 'staff_id' 'where' 't2' '.' 'job_title_code' '=' 'value']","['Find' 'the' 'name' 'and' 'gender' 'of' 'the' 'staff' 'who' 'has' 'been'
 'assigned' 'the' 'job' 'of' 'Sales' 'Person' 'but' 'never' 'Clerical'
 'Staff' '.']",0,0,0,2,2
0,4815,aircraft,"SELECT T1.Aircraft FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T3.Airport_Name  =  ""London Gatwick""","Please show the names of aircrafts associated with airport with name ""London Gatwick"".","['SELECT' 'T1.Aircraft' 'FROM' 'aircraft' 'AS' 'T1' 'JOIN'
 'airport_aircraft' 'AS' 'T2' 'ON' 'T1.Aircraft_ID' '=' 'T2.Aircraft_ID'
 'JOIN' 'airport' 'AS' 'T3' 'ON' 'T2.Airport_ID' '=' 'T3.Airport_ID'
 'WHERE' 'T3.Airport_Name' '=' '``' 'London' 'Gatwick' ""''""]","['select' 't1' '.' 'aircraft' 'from' 'aircraft' 'as' 't1' 'join'
 'airport_aircraft' 'as' 't2' 'on' 't1' '.' 'aircraft_id' '=' 't2' '.'
 'aircraft_id' 'join' 'airport' 'as' 't3' 'on' 't2' '.' 'airport_id' '='
 't3' '.' 'airport_id' 'where' 't3' '.' 'airport_name' '=' 'value']","['Please' 'show' 'the' 'names' 'of' 'aircrafts' 'associated' 'with'
 'airport' 'with' 'name' '``' 'London' 'Gatwick' ""''"" '.']",0,0,0,2,1
1,4833,aircraft,"SELECT T1.Aircraft FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T3.Airport_Name  =  ""London Heathrow"" INTERSECT SELECT T1.Aircraft FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T3.Airport_Name  =  ""London Gatwick""","Show the names of aircrafts that are associated with both an airport named ""London Heathrow"" and an airport named ""London Gatwick""","['SELECT' 'T1.Aircraft' 'FROM' 'aircraft' 'AS' 'T1' 'JOIN'
 'airport_aircraft' 'AS' 'T2' 'ON' 'T1.Aircraft_ID' '=' 'T2.Aircraft_ID'
 'JOIN' 'airport' 'AS' 'T3' 'ON' 'T2.Airport_ID' '=' 'T3.Airport_ID'
 'WHERE' 'T3.Airport_Name' '=' '``' 'London' 'Heathrow' ""''"" 'INTERSECT'
 'SELECT' 'T1.Aircraft' 'FROM' 'aircraft' 'AS' 'T1' 'JOIN'
 'airport_aircraft' 'AS' 'T2' 'ON' 'T1.Aircraft_ID' '=' 'T2.Aircraft_ID'
 'JOIN' 'airport' 'AS' 'T3' 'ON' 'T2.Airport_ID' '=' 'T3.Airport_ID'
 'WHERE' 'T3.Airport_Name' '=' '``' 'London' 'Gatwick' ""''""]","['select' 't1' '.' 'aircraft' 'from' 'aircraft' 'as' 't1' 'join'
 'airport_aircraft' 'as' 't2' 'on' 't1' '.' 'aircraft_id' '=' 't2' '.'
 'aircraft_id' 'join' 'airport' 'as' 't3' 'on' 't2' '.' 'airport_id' '='
 't3' '.' 'airport_id' 'where' 't3' '.' 'airport_name' '=' 'value'
 'intersect' 'select' 't1' '.' 'aircraft' 'from' 'aircraft' 'as' 't1'
 'join' 'airport_aircraft' 'as' 't2' 'on' 't1' '.' 'aircraft_id' '=' 't2'
 '.' 'aircraft_id' 'join' 'airport' 'as' 't3' 'on' 't2' '.' 'airport_id'
 '=' 't3' '.' 'airport_id' 'where' 't3' '.' 'airport_name' '=' 'value']","['Show' 'the' 'names' 'of' 'aircrafts' 'that' 'are' 'associated' 'with'
 'both' 'an' 'airport' 'named' '``' 'London' 'Heathrow' ""''"" 'and' 'an'
 'airport' 'named' '``' 'London' 'Gatwick' ""''""]",0,0,0,4,2
