,true_SQL,qSQL,true_SQL_result,qSQL_result
102,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_id","SELECT first_name || ' ' || last_name AS full_name, hire_date, salary, department_number FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_number ASC;","[['Jennifer' 'Whalen' datetime.date(1987, 9, 25) Decimal('4400.00')
  Decimal('10')]
 ['Pat' 'Fay' datetime.date(1987, 9, 27) Decimal('6000.00') Decimal('20')]
 ['Sigal' 'Tobias' datetime.date(1987, 7, 4) Decimal('2800.00')
  Decimal('30')]
 ['Guy' 'Himuro' datetime.date(1987, 7, 5) Decimal('2600.00')
  Decimal('30')]
 ['Alexander' 'Khoo' datetime.date(1987, 7, 2) Decimal('3100.00')
  Decimal('30')]
 ['Den' 'Raphaely' datetime.date(1987, 7, 1) Decimal('11000.00')
  Decimal('30')]
 ['Shelli' 'Baida' datetime.date(1987, 7, 3) Decimal('2900.00')
  Decimal('30')]
 ['Karen' 'Colmenares' datetime.date(1987, 7, 6) Decimal('2500.00')
  Decimal('30')]
 ['Susan' 'Mavris' datetime.date(1987, 9, 28) Decimal('6500.00')
  Decimal('40')]
 ['Steven' 'Markle' datetime.date(1987, 7, 15) Decimal('2200.00')
  Decimal('50')]
 ['Laura' 'Bissot' datetime.date(1987, 7, 16) Decimal('3300.00')
  Decimal('50')]
 ['James' 'Marlow' datetime.date(1987, 7, 18) Decimal('2500.00')
  Decimal('50')]
 ['TJ' 'Olson' datetime.date(1987, 7, 19) Decimal('2100.00')
  Decimal('50')]
 ['Jason' 'Mallin' datetime.date(1987, 7, 20) Decimal('3300.00')
  Decimal('50')]
 ['Ki' 'Gee' datetime.date(1987, 7, 22) Decimal('2400.00') Decimal('50')]
 ['Kimberely' 'Grant' datetime.date(1987, 9, 3) Decimal('7000.00')
  Decimal('50')]
 ['Hazel' 'Philtanker' datetime.date(1987, 7, 23) Decimal('2200.00')
  Decimal('50')]
 ['Winston' 'Taylor' datetime.date(1987, 9, 5) Decimal('3200.00')
  Decimal('50')]
 ['Jean' 'Fleaur' datetime.date(1987, 9, 6) Decimal('3100.00')
  Decimal('50')]
 ['Girard' 'Geoni' datetime.date(1987, 9, 8) Decimal('2800.00')
  Decimal('50')]
 ['Nandita' 'Sarchand' datetime.date(1987, 9, 9) Decimal('4200.00')
  Decimal('50')]
 ['Alexis' 'Bull' datetime.date(1987, 9, 10) Decimal('4100.00')
  Decimal('50')]
 ['Julia' 'Dellinger' datetime.date(1987, 9, 11) Decimal('3400.00')
  Decimal('50')]
 ['Anthony' 'Cabrio' datetime.date(1987, 9, 12) Decimal('3000.00')
  Decimal('50')]
 ['Kelly' 'Chung' datetime.date(1987, 9, 13) Decimal('3800.00')
  Decimal('50')]
 ['Jennifer' 'Dilly' datetime.date(1987, 9, 14) Decimal('3600.00')
  Decimal('50')]
 ['Timothy' 'Gates' datetime.date(1987, 9, 15) Decimal('2900.00')
  Decimal('50')]
 ['Randall' 'Perkins' datetime.date(1987, 9, 16) Decimal('2500.00')
  Decimal('50')]
 ['Sarah' 'Bell' datetime.date(1987, 9, 17) Decimal('4000.00')
  Decimal('50')]
 ['Britney' 'Everett' datetime.date(1987, 9, 18) Decimal('3900.00')
  Decimal('50')]
 ['Samuel' 'McCain' datetime.date(1987, 9, 19) Decimal('3200.00')
  Decimal('50')]
 ['Vance' 'Jones' datetime.date(1987, 9, 20) Decimal('2800.00')
  Decimal('50')]
 ['Renske' 'Ladwig' datetime.date(1987, 7, 24) Decimal('3600.00')
  Decimal('50')]
 ['Stephen' 'Stiles' datetime.date(1987, 7, 25) Decimal('3200.00')
  Decimal('50')]
 ['Joshua' 'Patel' datetime.date(1987, 7, 27) Decimal('2500.00')
  Decimal('50')]
 ['Trenna' 'Rajs' datetime.date(1987, 7, 28) Decimal('3500.00')
  Decimal('50')]
 ['Curtis' 'Davies' datetime.date(1987, 7, 29) Decimal('3100.00')
  Decimal('50')]
 ['Randall' 'Matos' datetime.date(1987, 7, 30) Decimal('2600.00')
  Decimal('50')]
 ['Peter' 'Vargas' datetime.date(1987, 7, 31) Decimal('2500.00')
  Decimal('50')]
 ['John' 'Seo' datetime.date(1987, 7, 26) Decimal('2700.00')
  Decimal('50')]
 ['Adam' 'Fripp' datetime.date(1987, 7, 8) Decimal('8200.00')
  Decimal('50')]
 ['Payam' 'Kaufling' datetime.date(1987, 7, 9) Decimal('7900.00')
  Decimal('50')]
 ['Shanta' 'Vollman' datetime.date(1987, 7, 10) Decimal('6500.00')
  Decimal('50')]
 ['Alana' 'Walsh' datetime.date(1987, 9, 21) Decimal('3100.00')
  Decimal('50')]
 ['Kevin' 'Mourgos' datetime.date(1987, 7, 11) Decimal('5800.00')
  Decimal('50')]
 ['Julia' 'Nayer' datetime.date(1987, 7, 12) Decimal('3200.00')
  Decimal('50')]
 ['Irene' 'Mikkilineni' datetime.date(1987, 7, 13) Decimal('2700.00')
  Decimal('50')]
 ['James' 'Landry' datetime.date(1987, 7, 14) Decimal('2400.00')
  Decimal('50')]
 ['Douglas' 'Grant' datetime.date(1987, 9, 24) Decimal('2600.00')
  Decimal('50')]
 ['Donald' 'OConnell' datetime.date(1987, 9, 23) Decimal('2600.00')
  Decimal('50')]
 ['Kevin' 'Feeney' datetime.date(1987, 9, 22) Decimal('3000.00')
  Decimal('50')]
 ['Alexander' 'Hunold' datetime.date(1987, 6, 20) Decimal('9000.00')
  Decimal('60')]
 ['David' 'Austin' datetime.date(1987, 6, 22) Decimal('4800.00')
  Decimal('60')]
 ['Diana' 'Lorentz' datetime.date(1987, 6, 24) Decimal('4200.00')
  Decimal('60')]
 ['Valli' 'Pataballa' datetime.date(1987, 6, 23) Decimal('4800.00')
  Decimal('60')]
 ['Bruce' 'Ernst' datetime.date(1987, 6, 21) Decimal('6000.00')
  Decimal('60')]
 ['Hermann' 'Baer' datetime.date(1987, 9, 29) Decimal('10000.00')
  Decimal('70')]
 ['Amit' 'Banda' datetime.date(1987, 8, 23) Decimal('6200.00')
  Decimal('80')]
 ['John' 'Russell' datetime.date(1987, 8, 1) Decimal('14000.00')
  Decimal('80')]
 ['Karen' 'Partners' datetime.date(1987, 8, 2) Decimal('13500.00')
  Decimal('80')]
 ['Alberto' 'Errazuriz' datetime.date(1987, 8, 3) Decimal('12000.00')
  Decimal('80')]
 ['Gerald' 'Cambrault' datetime.date(1987, 8, 4) Decimal('11000.00')
  Decimal('80')]
 ['Eleni' 'Zlotkey' datetime.date(1987, 8, 5) Decimal('10500.00')
  Decimal('80')]
 ['Peter' 'Tucker' datetime.date(1987, 8, 6) Decimal('10000.00')
  Decimal('80')]
 ['David' 'Bernstein' datetime.date(1987, 8, 7) Decimal('9500.00')
  Decimal('80')]
 ['Peter' 'Hall' datetime.date(1987, 8, 8) Decimal('9000.00')
  Decimal('80')]
 ['Christopher' 'Olsen' datetime.date(1987, 8, 9) Decimal('8000.00')
  Decimal('80')]
 ['Nanette' 'Cambrault' datetime.date(1987, 8, 10) Decimal('7500.00')
  Decimal('80')]
 ['Oliver' 'Tuvault' datetime.date(1987, 8, 11) Decimal('7000.00')
  Decimal('80')]
 ['Janette' 'King' datetime.date(1987, 8, 12) Decimal('10000.00')
  Decimal('80')]
 ['Patrick' 'Sully' datetime.date(1987, 8, 13) Decimal('9500.00')
  Decimal('80')]
 ['Allan' 'McEwen' datetime.date(1987, 8, 14) Decimal('9000.00')
  Decimal('80')]
 ['Lindsey' 'Smith' datetime.date(1987, 8, 15) Decimal('8000.00')
  Decimal('80')]
 ['Louise' 'Doran' datetime.date(1987, 8, 16) Decimal('7500.00')
  Decimal('80')]
 ['Sarath' 'Sewall' datetime.date(1987, 8, 17) Decimal('7000.00')
  Decimal('80')]
 ['Clara' 'Vishney' datetime.date(1987, 8, 18) Decimal('10500.00')
  Decimal('80')]
 ['Danielle' 'Greene' datetime.date(1987, 8, 19) Decimal('9500.00')
  Decimal('80')]
 ['David' 'Lee' datetime.date(1987, 8, 21) Decimal('6800.00')
  Decimal('80')]
 ['Sundar' 'Ande' datetime.date(1987, 8, 22) Decimal('6400.00')
  Decimal('80')]
 ['Lisa' 'Ozer' datetime.date(1987, 8, 24) Decimal('11500.00')
  Decimal('80')]
 ['Harrison' 'Bloom' datetime.date(1987, 8, 25) Decimal('10000.00')
  Decimal('80')]
 ['Tayler' 'Fox' datetime.date(1987, 8, 26) Decimal('9600.00')
  Decimal('80')]
 ['William' 'Smith' datetime.date(1987, 8, 27) Decimal('7400.00')
  Decimal('80')]
 ['Elizabeth' 'Bates' datetime.date(1987, 8, 28) Decimal('7300.00')
  Decimal('80')]
 ['Sundita' 'Kumar' datetime.date(1987, 8, 29) Decimal('6100.00')
  Decimal('80')]
 ['Ellen' 'Abel' datetime.date(1987, 8, 30) Decimal('11000.00')
  Decimal('80')]
 ['Alyssa' 'Hutton' datetime.date(1987, 8, 31) Decimal('8800.00')
  Decimal('80')]
 ['Jonathon' 'Taylor' datetime.date(1987, 9, 1) Decimal('8600.00')
  Decimal('80')]
 ['Jack' 'Livingston' datetime.date(1987, 9, 2) Decimal('8400.00')
  Decimal('80')]
 ['Charles' 'Johnson' datetime.date(1987, 9, 4) Decimal('6200.00')
  Decimal('80')]
 ['Steven' 'King' datetime.date(1987, 6, 17) Decimal('24000.00')
  Decimal('90')]
 ['Lex' 'De Haan' datetime.date(1987, 6, 19) Decimal('17000.00')
  Decimal('90')]
 ['Neena' 'Kochhar' datetime.date(1987, 6, 18) Decimal('17000.00')
  Decimal('90')]
 ['John' 'Chen' datetime.date(1987, 6, 27) Decimal('8200.00')
  Decimal('100')]
 ['Daniel' 'Faviet' datetime.date(1987, 6, 26) Decimal('9000.00')
  Decimal('100')]
 ['Nancy' 'Greenberg' datetime.date(1987, 6, 25) Decimal('12000.00')
  Decimal('100')]
 ['Luis' 'Popp' datetime.date(1987, 6, 30) Decimal('6900.00')
  Decimal('100')]
 ['Ismael' 'Sciarra' datetime.date(1987, 6, 28) Decimal('7700.00')
  Decimal('100')]
 ['Shelley' 'Higgins' datetime.date(1987, 9, 30) Decimal('12000.00')
  Decimal('110')]
 ['William' 'Gietz' datetime.date(1987, 10, 1) Decimal('8300.00')
  Decimal('110')]]",[['Error']]
103,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4",SELECT department_id FROM employees GROUP BY department_id HAVING COUNT(manager_id) >= 4;,"[[Decimal('100')]
 [Decimal('60')]
 [Decimal('30')]
 [Decimal('50')]
 [Decimal('80')]]","[[Decimal('60')]
 [Decimal('80')]
 [Decimal('100')]
 [Decimal('30')]
 [Decimal('50')]]"
104,SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500,SELECT * FROM employees WHERE salary >= (SELECT MIN(salary) FROM employees) AND salary <= 2500;,"[[Decimal('119') 'Karen' 'Colmenares' 'KCOLMENA' '515.127.4566'
  datetime.date(1987, 7, 6) 'PU_CLERK' Decimal('2500.00') Decimal('0.00')
  Decimal('114') Decimal('30')]
 [Decimal('127') 'James' 'Landry' 'JLANDRY' '650.124.1334'
  datetime.date(1987, 7, 14) 'ST_CLERK' Decimal('2400.00')
  Decimal('0.00') Decimal('120') Decimal('50')]
 [Decimal('128') 'Steven' 'Markle' 'SMARKLE' '650.124.1434'
  datetime.date(1987, 7, 15) 'ST_CLERK' Decimal('2200.00')
  Decimal('0.00') Decimal('120') Decimal('50')]
 [Decimal('131') 'James' 'Marlow' 'JAMRLOW' '650.124.7234'
  datetime.date(1987, 7, 18) 'ST_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('121') Decimal('50')]
 [Decimal('132') 'TJ' 'Olson' 'TJOLSON' '650.124.8234'
  datetime.date(1987, 7, 19) 'ST_CLERK' Decimal('2100.00')
  Decimal('0.00') Decimal('121') Decimal('50')]
 [Decimal('135') 'Ki' 'Gee' 'KGEE' '650.127.1734'
  datetime.date(1987, 7, 22) 'ST_CLERK' Decimal('2400.00')
  Decimal('0.00') Decimal('122') Decimal('50')]
 [Decimal('136') 'Hazel' 'Philtanker' 'HPHILTAN' '650.127.1634'
  datetime.date(1987, 7, 23) 'ST_CLERK' Decimal('2200.00')
  Decimal('0.00') Decimal('122') Decimal('50')]
 [Decimal('140') 'Joshua' 'Patel' 'JPATEL' '650.121.1834'
  datetime.date(1987, 7, 27) 'ST_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('123') Decimal('50')]
 [Decimal('144') 'Peter' 'Vargas' 'PVARGAS' '650.121.2004'
  datetime.date(1987, 7, 31) 'ST_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('124') Decimal('50')]
 [Decimal('182') 'Martha' 'Sullivan' 'MSULLIVA' '650.507.9878'
  datetime.date(1987, 9, 7) 'SH_CLERK' Decimal('2500.00') Decimal('0.00')
  Decimal('120') Decimal('50')]
 [Decimal('191') 'Randall' 'Perkins' 'RPERKINS' '650.505.4876'
  datetime.date(1987, 9, 16) 'SH_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('122') Decimal('50')]]","[[Decimal('119') 'Karen' 'Colmenares' 'KCOLMENA' '515.127.4566'
  datetime.date(1987, 7, 6) 'PU_CLERK' Decimal('2500.00') Decimal('0.00')
  Decimal('114') Decimal('30')]
 [Decimal('127') 'James' 'Landry' 'JLANDRY' '650.124.1334'
  datetime.date(1987, 7, 14) 'ST_CLERK' Decimal('2400.00')
  Decimal('0.00') Decimal('120') Decimal('50')]
 [Decimal('128') 'Steven' 'Markle' 'SMARKLE' '650.124.1434'
  datetime.date(1987, 7, 15) 'ST_CLERK' Decimal('2200.00')
  Decimal('0.00') Decimal('120') Decimal('50')]
 [Decimal('131') 'James' 'Marlow' 'JAMRLOW' '650.124.7234'
  datetime.date(1987, 7, 18) 'ST_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('121') Decimal('50')]
 [Decimal('132') 'TJ' 'Olson' 'TJOLSON' '650.124.8234'
  datetime.date(1987, 7, 19) 'ST_CLERK' Decimal('2100.00')
  Decimal('0.00') Decimal('121') Decimal('50')]
 [Decimal('135') 'Ki' 'Gee' 'KGEE' '650.127.1734'
  datetime.date(1987, 7, 22) 'ST_CLERK' Decimal('2400.00')
  Decimal('0.00') Decimal('122') Decimal('50')]
 [Decimal('136') 'Hazel' 'Philtanker' 'HPHILTAN' '650.127.1634'
  datetime.date(1987, 7, 23) 'ST_CLERK' Decimal('2200.00')
  Decimal('0.00') Decimal('122') Decimal('50')]
 [Decimal('140') 'Joshua' 'Patel' 'JPATEL' '650.121.1834'
  datetime.date(1987, 7, 27) 'ST_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('123') Decimal('50')]
 [Decimal('144') 'Peter' 'Vargas' 'PVARGAS' '650.121.2004'
  datetime.date(1987, 7, 31) 'ST_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('124') Decimal('50')]
 [Decimal('182') 'Martha' 'Sullivan' 'MSULLIVA' '650.507.9878'
  datetime.date(1987, 9, 7) 'SH_CLERK' Decimal('2500.00') Decimal('0.00')
  Decimal('120') Decimal('50')]
 [Decimal('191') 'Randall' 'Perkins' 'RPERKINS' '650.505.4876'
  datetime.date(1987, 9, 16) 'SH_CLERK' Decimal('2500.00')
  Decimal('0.00') Decimal('122') Decimal('50')]]"
105,"SELECT employee_id ,  first_name ,  last_name ,  salary FROM employees WHERE salary  >  ( SELECT AVG (salary) FROM employees ) AND department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%J%')","SELECT employee_number, first_name || ' ' || last_name AS name, salary FROM employees WHERE salary > (SELECT AVG(salary) FROM employees) AND department_id IN (SELECT department_id FROM employees WHERE first_name LIKE '%J%');","[[Decimal('108') 'Nancy' 'Greenberg' Decimal('12000.00')]
 [Decimal('109') 'Daniel' 'Faviet' Decimal('9000.00')]
 [Decimal('110') 'John' 'Chen' Decimal('8200.00')]
 [Decimal('111') 'Ismael' 'Sciarra' Decimal('7700.00')]
 [Decimal('112') 'Jose Manuel' 'Urman' Decimal('7800.00')]
 [Decimal('113') 'Luis' 'Popp' Decimal('6900.00')]
 [Decimal('120') 'Matthew' 'Weiss' Decimal('8000.00')]
 [Decimal('121') 'Adam' 'Fripp' Decimal('8200.00')]
 [Decimal('122') 'Payam' 'Kaufling' Decimal('7900.00')]
 [Decimal('123') 'Shanta' 'Vollman' Decimal('6500.00')]
 [Decimal('145') 'John' 'Russell' Decimal('14000.00')]
 [Decimal('146') 'Karen' 'Partners' Decimal('13500.00')]
 [Decimal('147') 'Alberto' 'Errazuriz' Decimal('12000.00')]
 [Decimal('148') 'Gerald' 'Cambrault' Decimal('11000.00')]
 [Decimal('149') 'Eleni' 'Zlotkey' Decimal('10500.00')]
 [Decimal('150') 'Peter' 'Tucker' Decimal('10000.00')]
 [Decimal('151') 'David' 'Bernstein' Decimal('9500.00')]
 [Decimal('152') 'Peter' 'Hall' Decimal('9000.00')]
 [Decimal('153') 'Christopher' 'Olsen' Decimal('8000.00')]
 [Decimal('154') 'Nanette' 'Cambrault' Decimal('7500.00')]
 [Decimal('155') 'Oliver' 'Tuvault' Decimal('7000.00')]
 [Decimal('156') 'Janette' 'King' Decimal('10000.00')]
 [Decimal('157') 'Patrick' 'Sully' Decimal('9500.00')]
 [Decimal('158') 'Allan' 'McEwen' Decimal('9000.00')]
 [Decimal('159') 'Lindsey' 'Smith' Decimal('8000.00')]
 [Decimal('160') 'Louise' 'Doran' Decimal('7500.00')]
 [Decimal('161') 'Sarath' 'Sewall' Decimal('7000.00')]
 [Decimal('162') 'Clara' 'Vishney' Decimal('10500.00')]
 [Decimal('163') 'Danielle' 'Greene' Decimal('9500.00')]
 [Decimal('164') 'Mattea' 'Marvins' Decimal('7200.00')]
 [Decimal('165') 'David' 'Lee' Decimal('6800.00')]
 [Decimal('168') 'Lisa' 'Ozer' Decimal('11500.00')]
 [Decimal('169') 'Harrison' 'Bloom' Decimal('10000.00')]
 [Decimal('170') 'Tayler' 'Fox' Decimal('9600.00')]
 [Decimal('171') 'William' 'Smith' Decimal('7400.00')]
 [Decimal('172') 'Elizabeth' 'Bates' Decimal('7300.00')]
 [Decimal('174') 'Ellen' 'Abel' Decimal('11000.00')]
 [Decimal('175') 'Alyssa' 'Hutton' Decimal('8800.00')]
 [Decimal('176') 'Jonathon' 'Taylor' Decimal('8600.00')]
 [Decimal('177') 'Jack' 'Livingston' Decimal('8400.00')]
 [Decimal('178') 'Kimberely' 'Grant' Decimal('7000.00')]]",[['Error']]
106,"SELECT T1.artist_name 
FROM artist AS T1 
JOIN song AS T2 ON T1.artist_name  =  T2.artist_name 
WHERE T2.languages  =  'bangla' 
GROUP BY T1.artist_name ORDER BY count(*) DESC LIMIT 3","SELECT artist_name, COUNT(song_id) AS num_songs FROM songs WHERE language = 'Bangla' GROUP BY artist_name ORDER BY num_songs DESC LIMIT 3;","[['Farida']
 ['Prity']
 ['Shrikanta']]",[['Error']]
107,SELECT T3.brand FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id  =  T3.id WHERE T1.range  =  'Toubkal Atlas' INTERSECT SELECT T3.brand FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id  =  T3.id WHERE T1.range  =  'Lasta Massif',SELECT brand FROM lenses WHERE lens_id IN (     SELECT lens_id     FROM pictures     WHERE (mountain_range = 'Toubkal Atlas' OR mountain_range = 'Lasta Massif')     GROUP BY lens_id     HAVING COUNT(DISTINCT mountain_range) = 2 ),[['Sigma']],[['Error']]
108,SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning' INTERSECT SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Night',SELECT channel_name FROM channels WHERE morning_broadcast = true AND night_broadcast = true;,[['CCTV-1']],[['Error']]
109,SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id  =  t2.program_id WHERE t2.Time_of_day  =  'Morning' INTERSECT SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id  =  t2.program_id WHERE t2.Time_of_day  =  'Night',SELECT owner FROM programs WHERE time = 'morning' AND owner IN (     SELECT owner     FROM programs     WHERE time = 'night' ),"[['Southern Media Corporation (SMC)']
 ['Beijing Television (BTV)']
 ['Hunan Broadcasting System (HBS)']]",[['Error']]
110,"SELECT T1.subject_id ,  T2.subject_name ,  COUNT(*) 
FROM ""Courses"" AS T1 JOIN ""Subjects"" AS T2 ON T1.subject_id  =  T2.subject_id 
GROUP BY T1.subject_id, T2.subject_name  
ORDER BY COUNT(*) ASC","SELECT subject_id, subject_name, COUNT(course_id) AS course_count FROM subjects JOIN courses ON subjects.subject_id = courses.subject_id GROUP BY subject_id, subject_name ORDER BY course_count ASC;","[[2 'Arts' 4]
 [3 'Language' 5]
 [1 'Computer Science' 6]]",[['Error']]
111,"SELECT T1.Date_Claim_Made ,  T1.Claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id  =  T2.Claim_id GROUP BY T1.Claim_id HAVING count(*)  >  2 UNION SELECT T1.Date_Claim_Made ,  T1.Claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id  =  T2.Claim_id WHERE T1.Amount_Claimed  =  ( SELECT max(Amount_Claimed) FROM Claims )","SELECT date_claim_made, claim_id FROM claims WHERE settlements > 2 OR claim_value = (SELECT MAX(claim_value) FROM claims);","[[datetime.date(2017, 10, 21) 801]
 [datetime.date(2017, 8, 3) 571]]",[['Error']]
112,"SELECT T1.customer_details ,  T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id  =  T2.customer_id GROUP BY T1.customer_id HAVING count(*)  >=  2 EXCEPT SELECT T1.customer_details ,  T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id  =  T2.customer_id JOIN Claims AS T3 ON T2.policy_id  =  T3.policy_id","SELECT customer_id, customer_details FROM customers WHERE customer_id IN (     SELECT customer_id     FROM policies     GROUP BY customer_id     HAVING COUNT(*) >= 2 ) AND customer_id NOT IN (     SELECT customer_id     FROM claims )",[['Dr. Diana Rath' 4]],[['Error']]
113,"SELECT Amount_Settled ,  Amount_Claimed FROM Claims ORDER BY Amount_Claimed DESC LIMIT 1","SELECT settlement_amount, claim_amount FROM claims ORDER BY claim_amount DESC LIMIT 1;",[[ 1528 89632]],[['Error']]
114,"SELECT Date_Claim_Made ,  Date_Claim_Settled FROM Claims WHERE Amount_Claimed  >  ( SELECT avg(Amount_Claimed) FROM Claims )","SELECT claim_date, settlement_date FROM claims WHERE claimed_amount > (SELECT AVG(claimed_amount) FROM claims);","[[datetime.date(2016, 8, 12) datetime.date(2018, 1, 27)]
 [datetime.date(2017, 2, 24) datetime.date(2018, 1, 21)]
 [datetime.date(2018, 6, 14) datetime.date(2017, 12, 20)]
 [datetime.date(2017, 8, 3) datetime.date(2018, 2, 18)]
 [datetime.date(2016, 8, 26) datetime.date(2017, 9, 4)]
 [datetime.date(2018, 7, 13) datetime.date(2017, 11, 22)]]",[['Error']]
115,"SELECT DISTINCT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.grade  =  1 EXCEPT SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  'OTHA' AND T2.lastname  =  'MOYER'","SELECT first_name, last_name FROM students WHERE grade = 'first-grade' AND teacher <> 'OTHA MOYER';","[['RODGER' 'RANSLER']
 ['MARCUS' 'RUNKLE']
 ['ANTONY' 'BRIGHTBILL']
 ['CHANTAL' 'HANNEMANN']
 ['REYNALDO' 'BARTKUS']
 ['KERI' 'TRAYWICK']
 ['PATRINA' 'AMY']]",[['Error']]
116,"SELECT T2.""Name""
FROM employment AS T1 
JOIN people AS T2 ON T1.""People_ID"" =  T2.""People_ID"" 
JOIN company AS T3 ON T1.""Company_ID""  =  T3.""Company_ID""
WHERE T3.""Sales_in_Billion""  >  200",SELECT e.name FROM employees e JOIN companies c ON e.company_id = c.id WHERE c.sales > 200;,"[['Tom Sheehey']
 ['Jerry Corcoran']
 ['Darryl Kennedy']]",[['Error']]
117,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  'Hopkins Student Enterprises' AND t2.position  =  'CTO'","SELECT first_name, last_name FROM employees WHERE job_title = 'CTO' AND club = 'Hopkins Student Enterprises';",[['Jandy' 'Nelson']],[['Error']]
118,"SELECT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' INTERSECT SELECT T1.name ,   T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Alice'","SELECT name, age FROM persons WHERE name IN (     SELECT friend_name     FROM friendships     WHERE person_name = 'Dan' ) AND name IN (     SELECT friend_name     FROM friendships     WHERE person_name = 'Alice' );",[['Zach' 45]],[['Error']]
119,"SELECT T1.name ,  T1.age ,  T1.job FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend =  'Alice' AND T2.year  =  (SELECT max(YEAR) FROM PersonFriend WHERE friend =  'Alice')","SELECT name, age, job FROM people WHERE id IN (     SELECT friend_id     FROM friendships     WHERE person_id = (         SELECT id         FROM people         WHERE name = 'Alice'     )     GROUP BY friend_id     HAVING MAX(duration) )",[['Zach' 45 'doctor']],[['Error']]
120,SELECT DISTINCT T4.name FROM PersonFriend AS T1 JOIN Person AS T2 ON T1.name  =  T2.name JOIN PersonFriend AS T3 ON T1.friend  =  T3.name JOIN PersonFriend AS T4 ON T3.friend  =  T4.name WHERE T2.name  =  'Alice' AND T4.name != 'Alice',SELECT DISTINCT fof.friend_name FROM friends AS f1 JOIN friends AS f2 ON f1.friend_name = f2.user_name JOIN friends AS fof ON f2.friend_name = fof.user_name WHERE f1.user_name = 'Alice';,[['Zach']],[['Error']]
121,SELECT document_name FROM documents GROUP BY document_type_code ORDER BY count(*) DESC LIMIT 3 INTERSECT SELECT document_name FROM documents GROUP BY document_structure_code ORDER BY count(*) DESC LIMIT 3,SELECT name FROM documents WHERE type IN (SELECT type                FROM documents                GROUP BY type                ORDER BY COUNT(*) DESC                LIMIT 3)   AND structure IN (SELECT structure                     FROM documents                     GROUP BY structure                     ORDER BY COUNT(*) DESC                     LIMIT 3);,[['Error']],[['Error']]
122,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,SELECT name FROM document WHERE document_id NOT IN (SELECT document_id FROM image),"[['Learning Database']
 ['Life about Claude Monet']
 ['How to cook pasta']
 ['Learning Japanese']
 ['Humanity: a fact']]",[['Error']]
123,SELECT T1.Product_Name FROM Products AS T1 JOIN Products_in_Events AS T2 ON T1.Product_ID  =  T2.Product_ID GROUP BY T1.Product_Name HAVING COUNT(*)  >=  2 ORDER BY T1.Product_Name,SELECT name FROM products WHERE product_id IN (     SELECT product_id     FROM events     GROUP BY product_id     HAVING COUNT(DISTINCT event_id) >= 2 ) ORDER BY name ASC;,"[['Men suits']
 ['Special Dinning']
 ['TV Equipments']]",[['Error']]
